timestamp,user,action,final_risk_score,mitre_tag
2026-01-14 15:28,user2,privilegeescalation,98.7,T1201
2026-01-14 02:30,guest,login,58.4,TA0008
2026-01-14 05:13,admin,fileaccess,53.6,TA0008
2026-01-14 08:57,user2,privilegeescalation,105.5,TA0002
2026-01-14 03:04,admin,privilegeescalation,69.8,T1059
2026-01-14 14:20,user1,login,63.1,TA0002
2026-01-14 17:11,user1,privilegeescalation,119.5,TA0001
2026-01-14 01:41,admin,privilegeescalation,99.9,TA0001
2026-01-14 10:33,admin,login,61.2,T1078
2026-01-13 22:01,guest,login,61.1,T1059
2026-01-14 14:53,user2,fileaccess,68.4,TA0010
2026-01-14 05:29,guest,usbinsert,92.8,TA0002
2026-01-14 08:29,user1,privilegeescalation,69.4,T1078
2026-01-14 07:26,user2,login,51.7,TA0010
2026-01-14 15:23,user2,dataexfil,73.8,TA0010
2026-01-14 11:42,guest,fileaccess,75.6,TA0008
2026-01-14 07:30,admin,dataexfil,63.4,TA0002
2026-01-14 17:00,user1,privilegeescalation,68.5,T1059
2026-01-14 07:26,admin,login,61.6,T1059
2026-01-13 20:35,admin,dataexfil,66.5,TA0004
2026-01-14 14:16,guest,privilegeescalation,85.3,TA0001
2026-01-14 14:47,guest,login,64.0,TA0001
2026-01-13 18:58,guest,dataexfil,62.2,TA0002
2026-01-14 16:46,user1,fileaccess,71.2,TA0008
2026-01-14 03:11,user1,usbinsert,89.3,TA0002
2026-01-13 18:29,user1,dataexfil,29.2,TA0002
2026-01-14 08:29,admin,fileaccess,58.9,TA0002
2026-01-14 09:30,user2,fileaccess,59.1,TA0004
2026-01-14 13:00,admin,dataexfil,30.3,T1201
2026-01-14 10:14,user1,login,64.5,TA0004
2026-01-13 19:48,user1,dataexfil,50.3,TA0008
2026-01-14 15:06,user1,privilegeescalation,68.6,T1078
2026-01-14 12:17,user2,fileaccess,19.8,T1078
2026-01-14 07:06,user1,usbinsert,106.3,T1201
2026-01-14 14:10,user2,privilegeescalation,103.7,T1201
2026-01-14 04:44,admin,privilegeescalation,93.0,T1059
2026-01-13 17:49,guest,usbinsert,70.3,T1078
2026-01-14 04:45,guest,login,69.6,TA0001
2026-01-14 12:10,guest,fileaccess,64.6,TA0004
2026-01-14 06:24,user2,fileaccess,57.8,TA0001
2026-01-14 09:33,user1,usbinsert,93.0,T1201
2026-01-14 11:34,guest,fileaccess,27.8,T1059
2026-01-13 17:35,admin,dataexfil,31.3,TA0002
2026-01-13 18:51,guest,dataexfil,55.5,T1078
2026-01-14 01:35,guest,login,49.6,T1078
2026-01-13 18:33,admin,dataexfil,31.5,TA0002
2026-01-14 05:47,user1,privilegeescalation,62.2,T1078
2026-01-14 09:44,user2,privilegeescalation,78.8,TA0002
2026-01-14 09:55,guest,usbinsert,78.8,TA0004
2026-01-14 12:38,user1,privilegeescalation,103.6,T1201
2026-01-14 03:14,admin,privilegeescalation,70.3,TA0008
2026-01-14 17:05,guest,login,62.5,TA0001
2026-01-13 23:10,user2,login,44.2,TA0004
2026-01-14 02:55,user1,fileaccess,35.9,TA0010
2026-01-13 21:22,user2,privilegeescalation,75.4,TA0002
2026-01-14 10:04,guest,login,68.6,TA0001
2026-01-14 06:37,admin,usbinsert,86.0,TA0002
2026-01-14 02:10,user1,usbinsert,124.8,TA0004
2026-01-14 15:14,user1,login,60.4,T1078
2026-01-13 17:37,guest,usbinsert,108.3,TA0001
2026-01-14 05:22,user2,fileaccess,55.8,TA0008
2026-01-14 15:24,user1,dataexfil,20.8,T1078
2026-01-13 20:01,guest,usbinsert,125.4,T1059
2026-01-14 10:41,user1,fileaccess,36.9,TA0001
2026-01-14 00:36,admin,dataexfil,63.7,T1201
2026-01-14 02:33,guest,dataexfil,56.6,TA0004
2026-01-14 05:56,admin,privilegeescalation,101.1,TA0004
2026-01-14 13:52,user1,privilegeescalation,109.0,T1201
2026-01-14 02:47,user2,fileaccess,42.3,TA0002
2026-01-14 07:51,admin,dataexfil,30.1,TA0010
2026-01-14 05:19,guest,usbinsert,94.4,TA0002
2026-01-14 03:44,guest,dataexfil,61.2,TA0004
2026-01-14 06:52,user1,fileaccess,43.7,TA0004
2026-01-14 07:29,user1,usbinsert,86.3,TA0008
2026-01-13 23:57,guest,usbinsert,133.2,TA0010
2026-01-14 07:54,user1,fileaccess,30.1,TA0004
2026-01-14 12:28,user1,usbinsert,116.3,TA0010
2026-01-14 09:57,user2,privilegeescalation,91.6,TA0002
2026-01-13 21:58,admin,usbinsert,120.2,TA0001
2026-01-14 08:38,admin,dataexfil,76.1,T1078
2026-01-14 06:11,user1,login,38.2,TA0010
2026-01-13 22:59,user1,fileaccess,85.4,T1201
2026-01-14 12:56,guest,login,53.0,TA0008
2026-01-14 07:09,user2,dataexfil,48.0,TA0008
2026-01-14 06:32,admin,usbinsert,136.4,TA0002
2026-01-14 10:18,guest,dataexfil,56.5,T1201
2026-01-14 06:50,guest,fileaccess,27.0,TA0004
2026-01-14 10:13,user1,login,42.9,TA0010
2026-01-13 22:33,guest,login,33.1,TA0010
2026-01-14 06:44,admin,login,17.9,T1078
2026-01-14 10:31,user1,dataexfil,53.8,TA0002
2026-01-13 20:07,user1,usbinsert,110.2,TA0002
2026-01-13 19:22,user1,dataexfil,68.8,T1059
2026-01-14 09:24,guest,usbinsert,105.2,TA0004
2026-01-14 15:08,guest,usbinsert,83.4,TA0010
2026-01-14 09:45,user1,dataexfil,65.1,TA0002
2026-01-14 11:52,admin,usbinsert,100.6,TA0004
2026-01-14 08:19,guest,login,56.1,T1059
2026-01-14 01:58,user2,dataexfil,58.4,TA0004
2026-01-14 05:38,guest,privilegeescalation,113.4,TA0010
2026-01-14 10:02,user1,login,55.6,TA0008
2026-01-14 07:03,guest,dataexfil,31.1,T1201
2026-01-13 21:05,user2,usbinsert,97.9,TA0001
2026-01-13 18:00,guest,usbinsert,104.0,T1059
2026-01-14 13:20,user2,privilegeescalation,96.8,TA0001
2026-01-14 16:35,user1,privilegeescalation,105.0,TA0008
2026-01-14 12:47,user2,usbinsert,109.7,TA0004
2026-01-14 03:40,user2,login,37.7,T1078
2026-01-14 00:16,user2,dataexfil,43.5,TA0004
2026-01-13 19:18,admin,fileaccess,51.7,TA0002
2026-01-13 20:39,user1,privilegeescalation,104.4,TA0002
2026-01-13 18:47,admin,usbinsert,118.5,TA0010
2026-01-13 18:13,guest,privilegeescalation,98.4,TA0010
2026-01-13 20:37,admin,usbinsert,79.3,TA0010
2026-01-13 23:54,user1,dataexfil,29.9,T1059
2026-01-14 06:34,user1,dataexfil,55.0,TA0010
2026-01-14 07:39,user2,privilegeescalation,70.7,T1078
2026-01-14 13:07,user2,usbinsert,101.0,TA0010
2026-01-14 12:50,user1,login,48.8,TA0010
2026-01-14 04:19,guest,dataexfil,28.6,TA0002
2026-01-13 21:20,user2,fileaccess,28.8,T1201
2026-01-13 20:23,admin,fileaccess,41.7,TA0010
2026-01-13 18:02,guest,fileaccess,56.8,TA0004
2026-01-14 01:15,admin,usbinsert,99.9,TA0001
2026-01-14 14:26,guest,privilegeescalation,87.6,T1078
2026-01-13 20:30,admin,login,21.1,T1201
2026-01-13 18:17,user1,fileaccess,72.7,TA0008
2026-01-13 21:22,user1,usbinsert,73.2,TA0010
2026-01-14 04:09,user1,usbinsert,87.8,T1078
2026-01-14 11:11,guest,privilegeescalation,102.1,TA0004
2026-01-13 19:30,user1,usbinsert,100.1,TA0008
2026-01-14 09:52,guest,privilegeescalation,72.7,TA0004
2026-01-13 23:17,guest,usbinsert,101.4,TA0001
2026-01-14 10:42,user2,fileaccess,38.3,TA0008
2026-01-14 17:03,user1,privilegeescalation,117.0,TA0008
2026-01-13 19:37,user2,dataexfil,30.6,T1201
2026-01-14 08:37,guest,login,27.3,TA0010
2026-01-14 14:10,guest,usbinsert,127.2,TA0010
2026-01-14 11:22,guest,login,68.4,TA0002
2026-01-14 06:08,admin,dataexfil,26.0,TA0001
2026-01-14 01:51,user2,dataexfil,64.6,TA0010
2026-01-14 15:59,user1,privilegeescalation,114.5,T1078
2026-01-13 21:28,user1,login,65.6,T1201
2026-01-13 21:25,admin,usbinsert,96.1,TA0004
2026-01-14 13:47,user2,fileaccess,63.8,TA0004
2026-01-14 13:33,user1,login,42.4,TA0002
2026-01-14 13:06,user1,privilegeescalation,102.8,TA0004
2026-01-14 13:38,admin,privilegeescalation,104.8,TA0004
2026-01-14 14:00,user1,dataexfil,20.6,T1078
2026-01-14 11:13,admin,login,44.9,T1201
2026-01-14 00:20,guest,privilegeescalation,117.6,TA0010
2026-01-14 05:43,guest,usbinsert,130.1,TA0002
2026-01-13 23:25,admin,login,44.0,TA0001
2026-01-14 01:46,admin,privilegeescalation,97.1,T1059
2026-01-13 23:51,admin,usbinsert,100.7,TA0002
2026-01-14 16:34,user1,fileaccess,47.1,T1201
2026-01-14 14:39,admin,fileaccess,49.6,T1078
2026-01-14 04:21,admin,fileaccess,57.8,T1059
2026-01-14 16:42,user2,privilegeescalation,118.9,TA0010
2026-01-14 12:16,user1,privilegeescalation,73.3,TA0004
2026-01-14 07:56,user2,fileaccess,24.8,TA0008
2026-01-13 19:13,user2,usbinsert,102.6,TA0008
2026-01-14 12:44,user1,dataexfil,45.1,T1201
2026-01-13 18:15,user1,privilegeescalation,96.2,T1078
2026-01-13 19:58,admin,fileaccess,44.4,TA0008
2026-01-14 03:12,admin,privilegeescalation,95.1,T1059
2026-01-14 07:02,guest,fileaccess,56.0,T1059
2026-01-13 18:42,guest,fileaccess,47.3,TA0008
2026-01-14 11:53,user2,dataexfil,63.3,TA0001
2026-01-13 20:04,admin,fileaccess,61.0,T1059
2026-01-13 22:19,user2,fileaccess,50.6,TA0010
2026-01-14 10:55,guest,login,83.6,TA0001
2026-01-14 16:24,admin,login,78.5,TA0001
2026-01-14 06:43,user2,dataexfil,43.5,TA0002
2026-01-14 06:09,user2,login,47.7,T1059
2026-01-13 17:34,guest,fileaccess,35.8,TA0010
2026-01-13 19:19,guest,usbinsert,93.1,T1059
2026-01-14 13:17,user1,dataexfil,38.8,TA0010
2026-01-14 09:40,admin,dataexfil,30.0,TA0008
2026-01-14 15:17,guest,privilegeescalation,105.5,T1201
2026-01-13 23:16,user2,login,39.5,TA0004
2026-01-14 11:59,guest,fileaccess,59.2,T1078
2026-01-14 15:51,admin,fileaccess,81.9,TA0004
2026-01-14 11:00,admin,privilegeescalation,102.3,T1059
2026-01-13 20:55,user1,dataexfil,40.7,TA0004
2026-01-13 21:00,admin,privilegeescalation,103.8,T1201
2026-01-14 10:56,guest,privilegeescalation,70.2,TA0010
2026-01-14 00:29,guest,privilegeescalation,98.8,TA0010
2026-01-13 21:02,user2,usbinsert,129.2,TA0002
2026-01-14 03:14,guest,login,39.3,TA0010
2026-01-13 19:04,admin,privilegeescalation,94.8,T1059
2026-01-14 03:09,user1,dataexfil,42.1,T1059
2026-01-13 23:55,user1,usbinsert,72.4,TA0004
2026-01-14 01:49,admin,usbinsert,69.9,T1078
2026-01-13 17:42,guest,dataexfil,66.6,T1059
2026-01-14 06:10,admin,fileaccess,64.4,TA0010
2026-01-14 03:54,guest,fileaccess,42.8,T1059
2026-01-14 13:51,user1,privilegeescalation,107.3,TA0004
2026-01-14 06:12,user1,login,66.3,T1059
2026-01-14 08:37,user2,dataexfil,77.8,TA0010
2026-01-14 06:21,user2,login,73.5,TA0008
2026-01-13 23:46,admin,privilegeescalation,71.5,TA0004
2026-01-13 23:18,guest,login,49.6,TA0010
2026-01-13 17:20,admin,privilegeescalation,80.5,TA0008
2026-01-14 13:44,user1,dataexfil,50.6,TA0002
2026-01-13 21:16,user1,dataexfil,70.5,TA0008
2026-01-14 11:07,admin,privilegeescalation,89.9,TA0004
2026-01-14 00:20,guest,privilegeescalation,95.3,TA0001
2026-01-14 12:48,user1,login,55.2,TA0008
2026-01-14 16:24,guest,usbinsert,114.5,TA0010
2026-01-13 20:55,user1,dataexfil,56.6,TA0001
2026-01-14 00:59,admin,privilegeescalation,85.4,TA0002
2026-01-14 12:22,user2,login,52.6,T1059
2026-01-14 00:46,guest,privilegeescalation,65.9,TA0008
2026-01-13 20:20,guest,fileaccess,50.1,TA0001
2026-01-14 12:54,guest,privilegeescalation,106.8,TA0001
2026-01-14 01:49,guest,dataexfil,48.8,TA0010
2026-01-14 16:52,user1,usbinsert,86.4,T1059
2026-01-14 16:17,guest,fileaccess,82.9,T1078
2026-01-14 09:54,user1,usbinsert,82.6,TA0002
2026-01-13 19:08,user1,login,59.2,T1078
2026-01-14 03:17,user2,usbinsert,105.8,T1201
2026-01-14 02:22,user2,dataexfil,35.8,TA0004
2026-01-14 11:47,admin,dataexfil,41.1,TA0010
2026-01-13 17:50,guest,dataexfil,35.8,TA0010
2026-01-13 18:40,guest,privilegeescalation,119.4,TA0001
2026-01-13 23:55,user2,login,34.6,T1078
2026-01-14 07:07,admin,usbinsert,102.8,TA0010
2026-01-14 01:02,guest,fileaccess,64.3,T1078
2026-01-14 02:03,admin,dataexfil,52.4,TA0004
2026-01-14 09:56,admin,login,54.6,T1078
2026-01-14 16:20,admin,dataexfil,66.4,TA0008
2026-01-13 19:25,user1,usbinsert,109.0,TA0008
2026-01-14 00:20,user1,privilegeescalation,102.2,T1201
2026-01-14 12:10,admin,dataexfil,40.1,T1059
2026-01-14 16:24,user2,fileaccess,65.2,TA0001
2026-01-14 15:55,admin,usbinsert,91.7,T1201
2026-01-14 08:38,guest,usbinsert,111.6,T1059
2026-01-13 18:15,admin,usbinsert,105.9,TA0002
2026-01-14 07:03,guest,privilegeescalation,103.9,TA0010
2026-01-14 01:26,guest,usbinsert,108.4,TA0004
2026-01-13 22:22,admin,dataexfil,41.9,T1059
2026-01-14 16:48,admin,usbinsert,78.3,TA0002
2026-01-13 19:31,user1,fileaccess,50.6,T1201
2026-01-14 16:54,admin,login,45.7,TA0001
2026-01-13 19:06,user1,privilegeescalation,94.2,TA0004
2026-01-14 12:13,admin,dataexfil,36.0,T1059
2026-01-14 05:52,guest,login,58.7,T1078
2026-01-13 19:29,user2,login,17.6,TA0001
2026-01-14 04:16,user1,usbinsert,130.0,T1201
2026-01-14 05:36,guest,privilegeescalation,81.4,TA0002
2026-01-14 07:38,user2,privilegeescalation,85.4,TA0008
2026-01-14 07:18,user1,usbinsert,70.4,T1059
2026-01-14 05:41,admin,privilegeescalation,66.5,TA0002
2026-01-14 04:03,user2,usbinsert,78.0,TA0008
2026-01-14 13:22,user2,login,50.7,TA0001
2026-01-14 11:39,guest,usbinsert,121.1,TA0010
2026-01-14 07:04,admin,usbinsert,96.0,TA0001
2026-01-14 09:22,admin,usbinsert,98.4,T1059
2026-01-13 23:04,user2,dataexfil,73.2,TA0008
2026-01-14 13:51,user1,privilegeescalation,115.1,TA0002
2026-01-14 10:47,user2,login,54.4,TA0010
2026-01-14 06:34,user2,usbinsert,127.2,T1201
2026-01-14 01:41,user1,usbinsert,128.3,TA0004
2026-01-14 03:49,admin,usbinsert,113.1,T1078
2026-01-14 00:44,user2,fileaccess,42.8,T1201
2026-01-13 23:14,guest,dataexfil,67.4,T1078
2026-01-13 17:58,user1,privilegeescalation,124.7,TA0001
2026-01-14 05:08,user1,login,71.6,T1078
2026-01-14 01:04,admin,dataexfil,44.2,T1078
2026-01-14 14:16,guest,login,37.3,T1201
2026-01-14 11:58,admin,privilegeescalation,120.1,TA0008
2026-01-13 21:32,guest,login,60.3,T1201
2026-01-14 12:06,user2,dataexfil,50.7,TA0004
2026-01-14 03:02,user2,dataexfil,60.5,TA0004
2026-01-14 09:53,guest,login,31.8,TA0002
2026-01-13 23:46,user2,fileaccess,76.6,TA0001
2026-01-14 09:25,user1,fileaccess,65.8,T1201
2026-01-14 15:43,user1,fileaccess,42.1,TA0010
2026-01-14 08:53,guest,usbinsert,127.1,TA0004
2026-01-14 08:27,user1,dataexfil,65.6,TA0001
2026-01-14 11:28,admin,dataexfil,44.8,TA0010
2026-01-14 05:46,guest,usbinsert,108.2,TA0008
2026-01-13 19:44,user2,fileaccess,64.9,TA0002
2026-01-14 01:21,user2,privilegeescalation,100.6,TA0004
2026-01-14 03:28,user1,privilegeescalation,108.2,TA0008
2026-01-13 21:51,user1,fileaccess,71.6,T1059
2026-01-14 06:33,admin,dataexfil,63.2,T1078
2026-01-14 12:29,admin,usbinsert,93.9,T1078
2026-01-14 12:26,user2,login,59.2,TA0002
2026-01-13 23:22,user2,dataexfil,46.0,TA0008
2026-01-14 06:42,user1,usbinsert,79.2,TA0001
2026-01-13 23:58,user1,fileaccess,50.1,TA0004
2026-01-14 14:02,admin,usbinsert,127.9,TA0002
2026-01-13 20:12,admin,fileaccess,65.5,TA0001
2026-01-14 12:23,admin,usbinsert,96.2,TA0001
2026-01-14 11:35,user1,usbinsert,89.9,TA0008
2026-01-14 07:13,user2,login,36.2,T1078
2026-01-14 08:54,user1,privilegeescalation,86.8,TA0008
2026-01-14 04:56,guest,usbinsert,79.7,TA0008
2026-01-14 09:00,guest,dataexfil,16.5,TA0010
2026-01-13 21:04,guest,fileaccess,26.4,TA0001
2026-01-14 03:44,admin,privilegeescalation,72.5,TA0010
2026-01-14 04:27,user2,usbinsert,68.0,TA0004
2026-01-13 18:21,user2,privilegeescalation,85.8,TA0008
2026-01-14 04:06,user1,usbinsert,109.8,TA0010
2026-01-14 12:51,user1,fileaccess,58.5,TA0008
2026-01-13 20:16,user2,privilegeescalation,88.2,TA0001
2026-01-14 06:28,user2,fileaccess,53.5,T1078
2026-01-14 04:42,user2,fileaccess,67.0,T1059
2026-01-14 03:12,user2,privilegeescalation,66.5,TA0010
2026-01-14 12:53,guest,usbinsert,119.9,TA0008
2026-01-14 07:45,guest,privilegeescalation,107.9,TA0002
2026-01-14 07:44,user1,fileaccess,54.2,T1078
2026-01-14 12:24,user2,dataexfil,54.4,TA0010
2026-01-14 09:54,user2,fileaccess,52.5,TA0001
2026-01-14 06:13,user1,login,70.9,T1059
2026-01-14 10:19,user2,dataexfil,53.0,TA0004
2026-01-14 02:26,user1,fileaccess,55.5,T1201
2026-01-13 22:28,guest,privilegeescalation,100.6,T1059
2026-01-14 09:43,guest,usbinsert,64.9,TA0008
2026-01-14 05:47,admin,dataexfil,39.0,T1078
2026-01-13 20:47,guest,dataexfil,76.6,TA0001
2026-01-14 06:44,admin,login,36.1,TA0008
2026-01-14 04:37,user2,dataexfil,37.0,TA0010
2026-01-14 16:03,user2,dataexfil,29.0,TA0002
2026-01-13 22:34,user2,usbinsert,77.0,TA0010
2026-01-14 10:46,user1,login,15.9,TA0002
2026-01-13 21:47,user1,privilegeescalation,99.5,T1201
2026-01-14 14:31,user1,fileaccess,15.7,TA0002
2026-01-13 20:00,admin,usbinsert,98.5,T1201
2026-01-13 20:09,admin,fileaccess,54.6,TA0001
2026-01-13 23:21,user1,login,65.9,TA0001
2026-01-14 00:27,guest,privilegeescalation,99.5,TA0008
2026-01-13 17:32,guest,usbinsert,102.2,TA0008
2026-01-14 05:56,guest,login,81.6,T1201
2026-01-14 02:22,admin,usbinsert,114.8,TA0001
2026-01-14 06:12,user1,dataexfil,40.2,T1201
2026-01-13 19:10,admin,privilegeescalation,90.0,TA0002
2026-01-14 09:10,user2,dataexfil,80.0,TA0010
2026-01-13 21:33,guest,usbinsert,119.8,TA0004
2026-01-14 15:24,user2,login,49.6,T1059
2026-01-14 00:38,user2,privilegeescalation,83.8,TA0004
2026-01-14 13:16,user2,privilegeescalation,124.6,T1059
2026-01-14 13:21,user1,login,74.3,T1078
2026-01-14 00:03,guest,dataexfil,44.5,TA0008
2026-01-14 13:38,user1,privilegeescalation,105.8,T1201
2026-01-14 15:56,guest,dataexfil,54.5,TA0008
2026-01-14 03:54,admin,login,54.7,TA0002
2026-01-13 18:32,admin,dataexfil,81.7,TA0001
2026-01-14 06:07,guest,login,72.1,TA0002
2026-01-13 20:27,user2,dataexfil,14.9,TA0002
2026-01-14 08:11,user2,privilegeescalation,86.8,T1078
2026-01-14 01:53,admin,usbinsert,81.0,T1059
2026-01-14 15:43,user2,fileaccess,37.4,T1201
2026-01-14 05:35,admin,usbinsert,118.0,TA0010
2026-01-14 01:04,user2,dataexfil,19.5,TA0010
2026-01-14 05:49,user1,login,31.2,TA0008
2026-01-13 21:26,user1,usbinsert,103.2,TA0004
2026-01-14 07:50,user1,dataexfil,51.1,TA0010
2026-01-14 06:31,admin,dataexfil,77.7,TA0004
2026-01-14 01:01,guest,privilegeescalation,130.6,T1059
2026-01-14 06:54,admin,privilegeescalation,83.1,TA0010
2026-01-14 10:48,admin,privilegeescalation,112.4,T1078
2026-01-13 21:47,user1,usbinsert,92.0,T1201
2026-01-13 18:40,admin,fileaccess,56.2,TA0004
2026-01-14 09:03,admin,privilegeescalation,77.6,TA0010
2026-01-13 22:30,user1,dataexfil,59.6,TA0010
2026-01-14 11:29,guest,login,39.4,TA0001
2026-01-14 12:39,admin,dataexfil,67.8,TA0004
2026-01-14 01:52,guest,usbinsert,118.1,TA0002
2026-01-13 19:38,user2,login,35.9,T1201
2026-01-14 12:06,user1,usbinsert,83.1,T1078
2026-01-13 21:28,admin,usbinsert,94.9,T1201
2026-01-14 04:51,admin,dataexfil,41.1,T1201
2026-01-13 23:55,admin,privilegeescalation,72.2,T1078
2026-01-14 14:10,user2,login,27.7,T1078
2026-01-14 02:04,user1,fileaccess,43.3,TA0010
2026-01-14 15:18,user1,usbinsert,104.5,T1059
2026-01-14 02:21,user1,login,33.1,T1078
2026-01-14 16:02,user2,fileaccess,44.8,TA0001
2026-01-14 00:53,guest,privilegeescalation,104.9,TA0001
2026-01-14 11:43,user2,privilegeescalation,130.0,TA0008
2026-01-14 00:48,user2,usbinsert,96.5,T1201
2026-01-14 10:21,user2,usbinsert,86.7,T1201
2026-01-14 01:07,admin,dataexfil,39.6,TA0001
2026-01-14 16:25,user1,usbinsert,98.5,TA0004
2026-01-14 06:16,admin,usbinsert,103.1,TA0001
2026-01-14 09:07,guest,dataexfil,70.9,TA0001
2026-01-14 07:19,admin,dataexfil,50.1,TA0008
2026-01-14 16:16,user1,privilegeescalation,88.5,T1078
2026-01-14 00:58,user2,fileaccess,47.5,TA0002
2026-01-13 18:07,admin,fileaccess,35.7,T1201
2026-01-14 10:20,user2,fileaccess,78.1,TA0008
2026-01-14 16:51,user2,usbinsert,72.6,T1078
2026-01-14 13:22,guest,privilegeescalation,86.5,TA0001
2026-01-14 07:09,guest,dataexfil,20.3,T1059
2026-01-13 18:19,user1,dataexfil,64.1,T1078
2026-01-13 20:51,user2,fileaccess,33.6,TA0010
2026-01-14 00:14,admin,dataexfil,56.2,T1059
2026-01-14 14:48,admin,privilegeescalation,99.3,TA0008
2026-01-14 06:47,user2,privilegeescalation,117.3,T1078
2026-01-14 00:56,user2,fileaccess,30.1,TA0001
2026-01-13 22:24,user2,fileaccess,42.5,TA0001
2026-01-14 09:19,admin,usbinsert,105.8,TA0010
2026-01-14 16:28,admin,login,58.6,T1201
2026-01-13 19:59,guest,login,22.3,TA0002
2026-01-14 14:00,user1,privilegeescalation,105.8,TA0001
2026-01-13 22:26,user1,dataexfil,37.8,T1078
2026-01-14 04:14,user1,usbinsert,109.1,TA0010
2026-01-14 17:11,admin,usbinsert,114.7,TA0010
2026-01-14 13:35,user1,fileaccess,53.5,T1201
2026-01-14 01:21,user1,privilegeescalation,100.8,T1078
