timestamp,user,action,final_risk_score,mitre_tag
2026-01-13 21:32,guest,login,25.9,T1078
2026-01-14 17:55,user2,login,53.2,T1059
2026-01-14 00:19,user1,fileaccess,51.8,T1201
2026-01-14 07:00,user1,usbinsert,117.9,TA0004
2026-01-14 14:51,user1,fileaccess,22.5,TA0008
2026-01-14 09:43,user2,fileaccess,15.9,T1201
2026-01-14 03:22,admin,privilegeescalation,108.6,TA0010
2026-01-14 06:03,admin,fileaccess,30.1,T1059
2026-01-14 15:11,admin,dataexfil,30.8,T1201
2026-01-14 14:02,user1,usbinsert,96.3,TA0002
2026-01-14 03:42,user1,dataexfil,74.1,TA0004
2026-01-14 12:33,user2,privilegeescalation,77.0,TA0004
2026-01-14 05:40,user2,usbinsert,109.8,TA0008
2026-01-14 15:56,user2,fileaccess,78.0,TA0001
2026-01-14 05:29,admin,dataexfil,30.2,TA0004
2026-01-14 14:30,user1,privilegeescalation,126.3,TA0008
2026-01-14 12:43,user1,dataexfil,52.3,T1201
2026-01-14 00:00,user2,fileaccess,33.9,TA0002
2026-01-13 21:38,user2,dataexfil,68.3,TA0010
2026-01-14 18:18,admin,dataexfil,66.2,T1201
2026-01-14 16:50,admin,fileaccess,62.1,T1201
2026-01-14 09:37,guest,login,57.7,TA0004
2026-01-14 17:09,admin,privilegeescalation,90.7,TA0008
2026-01-14 00:02,admin,privilegeescalation,134.8,TA0004
2026-01-14 14:58,admin,login,60.6,TA0002
2026-01-14 12:41,admin,login,73.0,TA0002
2026-01-14 17:28,guest,login,67.8,TA0002
2026-01-14 07:11,user2,login,33.6,TA0008
2026-01-13 19:31,user1,privilegeescalation,90.1,TA0002
2026-01-14 09:06,guest,dataexfil,78.7,T1059
2026-01-13 22:49,admin,dataexfil,79.2,T1201
2026-01-14 07:39,guest,dataexfil,56.1,TA0004
2026-01-14 18:02,user2,login,47.9,T1078
2026-01-13 20:30,guest,login,38.7,TA0010
2026-01-14 16:46,guest,fileaccess,58.4,TA0004
2026-01-14 12:14,user1,privilegeescalation,109.0,TA0001
2026-01-14 09:16,admin,privilegeescalation,126.5,T1059
2026-01-14 13:30,user2,dataexfil,86.0,TA0010
2026-01-14 08:19,admin,usbinsert,77.6,TA0010
2026-01-14 04:11,admin,usbinsert,105.1,T1201
2026-01-14 03:41,admin,fileaccess,83.4,T1059
2026-01-14 17:44,user2,fileaccess,44.8,T1059
2026-01-14 13:07,guest,fileaccess,43.0,T1059
2026-01-14 15:25,user1,dataexfil,23.0,TA0001
2026-01-14 10:21,user2,usbinsert,86.6,TA0001
2026-01-14 03:28,user2,privilegeescalation,83.6,TA0004
2026-01-14 08:38,user1,fileaccess,46.7,TA0010
2026-01-13 22:51,user2,login,49.9,TA0004
2026-01-14 16:13,user2,privilegeescalation,132.8,T1078
2026-01-14 05:28,admin,usbinsert,95.0,T1059
2026-01-14 17:06,guest,login,74.8,TA0004
2026-01-13 22:31,user1,dataexfil,25.1,TA0010
2026-01-14 09:51,guest,usbinsert,130.1,TA0004
2026-01-14 01:26,guest,fileaccess,54.0,TA0004
2026-01-14 06:37,guest,dataexfil,57.0,TA0001
2026-01-13 20:01,guest,privilegeescalation,111.6,TA0010
2026-01-14 08:45,admin,privilegeescalation,125.4,T1201
2026-01-14 15:22,guest,usbinsert,95.8,T1078
2026-01-14 05:51,admin,privilegeescalation,108.5,TA0008
2026-01-13 21:15,guest,fileaccess,44.7,T1059
2026-01-14 06:02,admin,fileaccess,44.4,TA0002
2026-01-14 12:44,guest,login,25.6,TA0010
2026-01-14 12:00,admin,dataexfil,46.0,TA0008
2026-01-14 01:42,user1,login,56.1,TA0008
2026-01-14 10:40,user1,fileaccess,19.5,TA0004
2026-01-14 05:38,guest,login,44.1,T1201
2026-01-14 00:34,admin,privilegeescalation,111.7,TA0004
2026-01-13 22:37,user2,dataexfil,72.1,TA0004
2026-01-14 14:38,user1,fileaccess,87.8,TA0010
2026-01-14 08:19,user1,dataexfil,19.2,T1201
2026-01-14 16:05,user1,dataexfil,14.1,T1201
2026-01-14 03:52,guest,fileaccess,31.5,T1078
2026-01-14 09:04,guest,fileaccess,73.6,T1059
2026-01-14 02:12,guest,usbinsert,78.6,T1078
2026-01-13 22:39,user1,privilegeescalation,126.7,T1201
2026-01-14 15:27,admin,login,45.9,T1078
2026-01-14 07:53,user2,login,40.6,TA0004
2026-01-14 14:01,guest,login,63.2,T1078
2026-01-14 15:27,admin,usbinsert,80.0,T1059
2026-01-14 04:35,guest,fileaccess,19.0,TA0008
2026-01-14 06:45,admin,login,62.5,TA0008
2026-01-14 13:28,user1,usbinsert,106.2,T1059
2026-01-14 00:38,user1,usbinsert,110.2,TA0004
2026-01-14 07:08,user1,login,62.4,TA0001
2026-01-14 08:43,user1,fileaccess,71.3,TA0001
2026-01-14 12:33,user2,login,33.3,TA0010
2026-01-14 12:01,guest,fileaccess,25.3,T1078
2026-01-14 05:08,admin,fileaccess,39.8,T1078
2026-01-14 13:09,user2,fileaccess,49.8,TA0002
2026-01-13 20:29,user1,login,49.0,TA0010
2026-01-14 00:06,user1,dataexfil,58.5,T1078
2026-01-14 01:43,user1,usbinsert,124.6,TA0002
2026-01-13 20:20,user1,usbinsert,101.6,TA0004
2026-01-14 09:52,user2,dataexfil,22.2,TA0010
2026-01-14 10:16,admin,privilegeescalation,108.6,T1059
2026-01-13 19:52,user1,login,74.2,T1201
2026-01-14 14:32,user2,fileaccess,58.8,TA0002
2026-01-14 05:58,guest,usbinsert,116.6,TA0002
2026-01-14 00:14,guest,usbinsert,76.5,TA0001
2026-01-14 18:20,admin,privilegeescalation,97.7,T1078
2026-01-14 06:44,user2,fileaccess,59.5,TA0004
2026-01-14 08:16,user1,usbinsert,81.5,TA0002
2026-01-14 06:31,user2,usbinsert,98.9,TA0010
2026-01-14 17:06,user2,login,38.6,TA0002
2026-01-14 12:20,admin,fileaccess,34.3,TA0008
2026-01-14 09:27,guest,usbinsert,107.7,TA0004
2026-01-14 12:03,admin,usbinsert,118.4,T1201
2026-01-14 18:48,admin,usbinsert,90.0,TA0002
2026-01-14 02:22,user1,dataexfil,54.4,T1078
2026-01-14 01:07,guest,login,66.4,TA0002
2026-01-13 23:35,user1,dataexfil,78.4,TA0002
2026-01-13 19:21,user1,dataexfil,68.7,TA0002
2026-01-14 15:47,user2,dataexfil,30.5,TA0002
2026-01-14 06:25,user2,fileaccess,22.6,T1078
2026-01-13 19:35,user2,login,15.6,TA0010
2026-01-14 13:03,user2,usbinsert,90.2,TA0001
2026-01-14 00:13,user2,dataexfil,38.8,TA0010
2026-01-14 10:20,admin,usbinsert,91.0,TA0002
2026-01-13 19:21,user1,login,28.8,T1201
2026-01-14 11:56,user2,fileaccess,48.3,T1078
2026-01-13 23:31,admin,dataexfil,46.4,TA0002
2026-01-13 20:28,user1,usbinsert,118.9,T1059
2026-01-13 23:12,user2,usbinsert,74.7,TA0002
2026-01-14 01:11,admin,privilegeescalation,86.3,TA0004
2026-01-13 20:49,user2,usbinsert,101.7,TA0002
2026-01-14 16:02,guest,privilegeescalation,96.2,TA0008
2026-01-13 19:23,admin,fileaccess,43.1,TA0002
2026-01-13 21:52,user1,dataexfil,36.1,TA0004
2026-01-14 03:04,admin,dataexfil,35.6,TA0010
2026-01-14 00:25,admin,usbinsert,95.9,T1059
2026-01-14 00:37,user2,dataexfil,31.0,TA0002
2026-01-14 05:56,user2,dataexfil,74.4,TA0004
2026-01-14 13:28,user2,dataexfil,43.1,TA0004
2026-01-14 00:59,admin,dataexfil,38.9,TA0008
2026-01-14 00:01,admin,dataexfil,46.6,T1059
2026-01-14 12:59,guest,dataexfil,52.2,T1201
2026-01-13 21:38,user1,fileaccess,58.5,TA0010
2026-01-14 08:41,admin,login,59.8,T1078
2026-01-14 09:33,admin,usbinsert,86.2,TA0001
2026-01-14 13:15,guest,login,60.4,T1059
2026-01-14 09:38,user2,usbinsert,103.7,T1059
2026-01-14 16:22,user1,usbinsert,88.3,TA0004
2026-01-14 11:54,admin,privilegeescalation,116.0,TA0002
2026-01-14 08:16,admin,login,38.6,TA0002
2026-01-13 21:34,admin,usbinsert,74.2,T1078
2026-01-14 14:55,user1,login,42.6,TA0002
2026-01-14 05:54,user2,usbinsert,125.5,TA0008
2026-01-13 22:53,admin,fileaccess,69.1,TA0008
2026-01-14 10:23,admin,usbinsert,116.5,T1201
2026-01-14 08:38,guest,privilegeescalation,108.6,T1059
2026-01-14 12:28,user2,login,62.0,TA0008
2026-01-14 06:02,admin,fileaccess,41.9,TA0008
2026-01-14 18:13,admin,usbinsert,121.3,T1078
2026-01-14 15:04,user2,usbinsert,112.7,TA0010
2026-01-13 19:28,user2,usbinsert,97.3,T1201
2026-01-13 22:17,admin,privilegeescalation,73.3,T1059
2026-01-14 15:48,user1,dataexfil,71.2,TA0010
2026-01-13 21:47,user2,login,65.0,T1201
2026-01-14 09:07,guest,usbinsert,102.2,TA0002
2026-01-14 13:21,user2,fileaccess,72.5,TA0004
2026-01-14 12:33,admin,dataexfil,61.5,TA0004
2026-01-13 23:55,guest,dataexfil,51.7,TA0008
2026-01-14 06:10,user2,login,60.4,TA0002
2026-01-14 07:16,admin,fileaccess,39.7,T1078
2026-01-13 19:50,user2,login,25.4,T1078
2026-01-14 12:11,admin,fileaccess,48.8,T1201
2026-01-14 10:05,guest,login,58.7,T1201
2026-01-14 10:11,admin,usbinsert,98.3,TA0004
2026-01-14 13:05,user1,usbinsert,87.7,T1201
2026-01-14 04:17,user2,privilegeescalation,87.3,TA0002
2026-01-14 06:41,guest,privilegeescalation,82.0,TA0008
2026-01-14 04:51,user1,dataexfil,66.0,TA0002
2026-01-14 08:08,user2,usbinsert,89.9,TA0004
2026-01-14 09:36,user2,login,51.7,T1201
2026-01-14 09:47,guest,privilegeescalation,123.6,TA0008
2026-01-14 08:46,user2,fileaccess,23.6,TA0001
2026-01-14 11:12,user1,fileaccess,28.7,TA0002
2026-01-14 14:33,guest,usbinsert,105.0,TA0004
2026-01-14 06:39,guest,login,55.2,TA0010
2026-01-14 07:05,admin,fileaccess,23.4,TA0002
2026-01-14 15:38,admin,dataexfil,43.6,T1201
2026-01-14 05:47,user1,dataexfil,53.5,TA0004
2026-01-14 17:34,admin,fileaccess,18.1,TA0010
2026-01-14 01:19,guest,login,16.2,T1078
2026-01-13 21:05,user1,privilegeescalation,71.0,TA0002
2026-01-14 11:28,user2,privilegeescalation,92.8,T1201
2026-01-14 15:51,user1,dataexfil,67.8,T1201
2026-01-14 12:31,user2,dataexfil,66.0,TA0004
2026-01-14 06:19,user2,usbinsert,98.5,TA0001
2026-01-14 02:36,guest,fileaccess,35.6,T1078
2026-01-13 20:38,user2,fileaccess,47.4,TA0008
2026-01-14 11:24,user2,dataexfil,31.7,T1078
2026-01-14 15:05,admin,fileaccess,55.4,T1201
2026-01-13 20:32,user1,dataexfil,33.0,TA0004
2026-01-14 14:53,user1,privilegeescalation,103.9,TA0008
2026-01-14 18:04,admin,fileaccess,71.2,TA0004
2026-01-14 10:12,admin,login,30.8,TA0008
2026-01-14 10:14,admin,dataexfil,39.7,TA0004
2026-01-13 23:48,user2,privilegeescalation,116.7,T1078
2026-01-14 00:29,user2,privilegeescalation,94.2,T1201
2026-01-14 14:54,user1,fileaccess,53.9,TA0002
2026-01-14 04:22,guest,dataexfil,46.4,TA0002
2026-01-14 13:05,user1,privilegeescalation,128.0,TA0008
2026-01-14 11:29,user2,login,30.2,TA0004
2026-01-14 11:14,user1,privilegeescalation,85.1,TA0002
2026-01-14 08:18,admin,privilegeescalation,100.3,TA0008
2026-01-14 11:18,user2,login,48.9,TA0002
2026-01-14 14:04,user2,login,36.4,TA0002
2026-01-14 15:27,guest,dataexfil,50.9,T1059
2026-01-14 09:53,admin,usbinsert,117.0,TA0008
2026-01-14 19:03,admin,login,47.4,TA0008
2026-01-14 02:31,user2,dataexfil,36.7,T1201
2026-01-14 16:51,guest,login,73.7,TA0008
2026-01-14 04:47,admin,privilegeescalation,96.1,TA0004
2026-01-14 18:49,user1,dataexfil,39.1,TA0002
2026-01-14 10:14,user1,login,59.3,T1078
2026-01-14 16:35,admin,privilegeescalation,71.5,T1078
2026-01-14 18:07,user2,fileaccess,48.6,TA0010
2026-01-14 00:19,user2,privilegeescalation,95.5,T1059
2026-01-14 07:31,user2,dataexfil,24.4,TA0010
2026-01-14 15:54,admin,login,34.2,TA0002
2026-01-13 21:06,guest,privilegeescalation,80.8,TA0001
2026-01-14 05:41,user1,login,77.4,TA0010
2026-01-14 15:20,user1,dataexfil,45.4,TA0004
2026-01-14 16:11,user2,usbinsert,115.2,TA0001
2026-01-14 06:59,user1,dataexfil,40.0,TA0002
2026-01-14 10:09,user2,privilegeescalation,87.4,TA0008
2026-01-13 20:19,user2,usbinsert,110.7,TA0004
2026-01-14 05:57,user2,fileaccess,61.4,TA0002
2026-01-14 01:21,user2,dataexfil,70.3,TA0008
2026-01-14 06:18,user2,login,51.3,T1201
2026-01-14 02:47,guest,dataexfil,53.4,T1078
2026-01-13 22:53,admin,login,78.6,T1059
2026-01-14 16:36,admin,usbinsert,120.1,TA0008
2026-01-14 16:27,admin,fileaccess,87.6,T1078
2026-01-14 06:47,admin,dataexfil,30.5,TA0001
2026-01-14 11:17,guest,dataexfil,60.4,TA0002
2026-01-14 17:26,user2,fileaccess,62.6,TA0008
2026-01-14 06:33,guest,privilegeescalation,101.3,TA0002
2026-01-14 01:52,guest,dataexfil,40.0,TA0004
2026-01-13 19:48,user1,login,63.6,T1078
2026-01-14 18:47,admin,login,38.5,T1059
2026-01-14 13:50,user1,fileaccess,64.5,TA0004
2026-01-14 00:49,user2,fileaccess,58.2,TA0010
2026-01-14 15:53,user2,login,58.4,TA0008
2026-01-13 23:45,guest,usbinsert,89.2,T1059
2026-01-14 11:36,user2,usbinsert,101.0,T1078
2026-01-14 01:06,guest,privilegeescalation,121.7,T1078
2026-01-14 11:21,user1,privilegeescalation,80.6,TA0008
2026-01-14 10:52,user1,fileaccess,41.4,T1078
2026-01-14 15:37,guest,login,39.4,TA0002
2026-01-14 10:34,user2,privilegeescalation,90.6,TA0008
2026-01-14 16:52,admin,login,34.8,TA0001
2026-01-13 23:40,guest,usbinsert,74.4,TA0008
2026-01-14 14:50,guest,usbinsert,120.9,T1201
2026-01-13 22:29,user1,login,45.5,T1201
2026-01-14 07:45,guest,dataexfil,53.7,TA0002
2026-01-14 19:07,user1,privilegeescalation,91.3,TA0002
2026-01-13 22:08,guest,fileaccess,24.5,TA0004
2026-01-14 13:52,user2,login,31.4,TA0002
2026-01-13 22:25,user2,fileaccess,33.1,T1059
2026-01-13 20:11,guest,dataexfil,49.8,TA0008
2026-01-14 12:32,user2,privilegeescalation,96.6,TA0008
2026-01-14 03:26,guest,dataexfil,63.2,TA0004
2026-01-14 09:05,admin,fileaccess,47.7,T1201
2026-01-14 18:53,admin,login,42.1,T1078
2026-01-14 06:27,admin,login,72.2,TA0002
2026-01-14 15:07,user1,login,52.1,T1078
2026-01-14 05:02,user2,fileaccess,28.5,TA0002
2026-01-14 18:49,guest,usbinsert,89.7,TA0008
2026-01-14 09:35,admin,usbinsert,107.8,TA0004
2026-01-14 05:39,user1,login,51.1,T1078
2026-01-14 19:09,guest,usbinsert,125.5,T1201
2026-01-14 10:49,user1,login,19.2,T1201
2026-01-14 13:15,user2,login,43.2,T1059
2026-01-14 17:37,user2,fileaccess,62.3,TA0010
2026-01-13 23:46,user2,fileaccess,81.1,T1078
2026-01-14 05:35,guest,login,58.0,T1059
2026-01-14 15:41,user2,fileaccess,43.5,TA0004
2026-01-14 08:21,guest,dataexfil,68.9,TA0010
2026-01-14 11:45,user2,privilegeescalation,87.2,T1201
2026-01-14 02:34,user1,usbinsert,87.9,TA0001
2026-01-14 04:52,guest,dataexfil,26.1,TA0010
2026-01-14 11:18,guest,privilegeescalation,117.3,T1059
2026-01-13 19:21,admin,dataexfil,49.4,T1201
2026-01-14 11:56,guest,usbinsert,107.3,T1201
2026-01-13 21:57,admin,login,77.5,TA0010
2026-01-13 21:09,guest,dataexfil,62.6,TA0010
2026-01-14 12:38,user1,fileaccess,71.3,TA0004
2026-01-14 08:05,guest,privilegeescalation,83.0,TA0004
2026-01-14 10:54,user1,fileaccess,50.8,TA0002
2026-01-13 21:18,user2,usbinsert,75.8,T1078
2026-01-14 02:11,guest,dataexfil,52.9,TA0001
2026-01-13 20:31,user1,privilegeescalation,85.0,T1059
2026-01-14 07:17,admin,dataexfil,69.9,T1201
2026-01-13 23:17,guest,dataexfil,48.1,TA0004
2026-01-13 22:02,guest,fileaccess,51.8,TA0001
2026-01-14 06:33,user2,login,87.7,TA0001
2026-01-14 12:30,user2,fileaccess,23.9,TA0004
2026-01-14 01:30,admin,usbinsert,116.0,TA0008
2026-01-13 23:02,user1,login,54.8,TA0001
2026-01-13 21:24,guest,usbinsert,76.7,T1059
2026-01-14 15:39,user2,privilegeescalation,119.3,TA0010
2026-01-14 03:36,user2,usbinsert,117.9,TA0010
2026-01-14 01:48,guest,privilegeescalation,113.9,T1201
2026-01-14 13:18,user1,usbinsert,99.7,T1059
2026-01-14 16:40,user2,fileaccess,38.8,TA0010
2026-01-13 23:03,guest,dataexfil,52.8,T1201
2026-01-14 04:31,user2,dataexfil,61.9,TA0001
2026-01-14 09:22,user2,privilegeescalation,106.0,T1059
2026-01-14 10:13,guest,privilegeescalation,84.5,TA0010
2026-01-14 10:17,user1,usbinsert,89.9,TA0008
2026-01-13 23:09,admin,fileaccess,62.4,TA0002
2026-01-14 01:21,user2,fileaccess,54.7,TA0010
2026-01-14 07:40,admin,fileaccess,57.4,TA0001
2026-01-14 16:27,user2,dataexfil,31.6,TA0001
2026-01-14 18:09,user1,fileaccess,20.1,T1201
2026-01-14 19:05,user1,fileaccess,32.2,TA0001
2026-01-13 19:27,user1,usbinsert,130.4,T1201
2026-01-13 21:13,user2,usbinsert,81.3,TA0004
2026-01-14 18:14,user1,login,62.5,TA0002
2026-01-13 22:45,user2,privilegeescalation,116.4,TA0001
2026-01-14 11:01,user2,dataexfil,69.9,TA0001
2026-01-14 05:04,guest,fileaccess,39.9,TA0004
2026-01-14 10:14,guest,dataexfil,38.1,TA0001
2026-01-14 18:00,user2,login,27.4,T1201
2026-01-14 05:11,guest,usbinsert,111.7,TA0008
2026-01-13 21:40,user2,dataexfil,65.9,T1059
2026-01-14 01:35,admin,usbinsert,85.2,TA0010
2026-01-14 18:48,user2,privilegeescalation,82.0,TA0001
2026-01-14 17:16,user2,privilegeescalation,70.2,T1078
2026-01-14 13:00,user2,dataexfil,55.5,TA0010
2026-01-14 15:39,admin,usbinsert,95.3,TA0010
2026-01-14 01:44,user1,dataexfil,52.4,TA0010
2026-01-14 16:48,admin,dataexfil,58.8,T1201
2026-01-14 08:09,guest,fileaccess,21.2,TA0002
2026-01-14 05:55,user1,login,68.2,T1201
2026-01-14 06:23,guest,privilegeescalation,105.6,TA0004
2026-01-14 18:04,user1,dataexfil,61.6,TA0004
2026-01-14 12:34,user1,usbinsert,79.2,TA0008
2026-01-13 20:23,guest,privilegeescalation,107.8,T1078
2026-01-13 21:17,admin,privilegeescalation,106.8,TA0002
2026-01-13 20:37,user1,login,60.9,T1201
2026-01-13 23:01,user1,fileaccess,51.4,T1059
2026-01-14 08:45,guest,usbinsert,90.9,TA0010
2026-01-14 14:28,admin,fileaccess,32.0,TA0004
2026-01-14 18:24,user1,dataexfil,61.6,TA0004
2026-01-14 06:00,admin,login,55.1,TA0002
2026-01-13 20:34,user1,login,41.1,T1078
2026-01-13 19:27,user2,usbinsert,121.9,TA0004
2026-01-14 11:30,user1,usbinsert,102.8,TA0010
2026-01-14 06:02,admin,login,41.7,TA0002
2026-01-14 08:51,user1,dataexfil,26.7,TA0004
2026-01-14 11:33,user2,login,63.5,TA0008
2026-01-14 09:34,user2,privilegeescalation,81.0,TA0008
2026-01-14 10:35,admin,usbinsert,79.1,T1078
2026-01-14 16:43,admin,usbinsert,79.3,T1078
2026-01-14 04:11,guest,fileaccess,49.2,T1078
2026-01-14 00:14,user2,fileaccess,31.7,T1201
2026-01-14 16:13,user1,privilegeescalation,73.2,TA0004
2026-01-13 21:13,user1,fileaccess,52.2,TA0001
2026-01-14 00:27,guest,login,79.9,T1059
2026-01-14 14:53,user2,privilegeescalation,84.8,T1059
2026-01-14 14:07,guest,login,84.4,T1201
2026-01-14 01:49,user1,dataexfil,39.9,TA0010
2026-01-14 02:11,guest,fileaccess,43.3,TA0010
2026-01-14 04:11,admin,login,81.7,T1078
2026-01-14 07:54,guest,dataexfil,73.2,TA0004
2026-01-14 05:44,user1,privilegeescalation,93.1,TA0010
2026-01-14 17:22,guest,usbinsert,89.3,T1078
2026-01-14 03:23,user2,login,47.4,T1201
2026-01-13 20:17,user2,fileaccess,42.3,TA0010
2026-01-14 19:18,user2,fileaccess,31.5,TA0004
2026-01-14 03:06,guest,login,75.6,TA0004
2026-01-14 10:50,guest,fileaccess,32.8,TA0001
2026-01-14 09:28,guest,login,82.4,TA0002
2026-01-14 05:32,user1,privilegeescalation,122.4,TA0002
2026-01-14 18:10,user1,usbinsert,98.1,TA0001
2026-01-14 14:27,admin,login,48.1,T1201
2026-01-13 23:24,user1,privilegeescalation,112.7,T1078
2026-01-14 17:16,admin,dataexfil,62.7,T1078
2026-01-13 23:01,guest,usbinsert,87.8,TA0004
2026-01-14 04:14,admin,usbinsert,91.4,TA0002
2026-01-14 04:35,user1,login,59.1,TA0008
2026-01-13 22:11,user2,usbinsert,85.3,TA0008
2026-01-14 16:30,admin,login,67.3,TA0001
2026-01-14 12:06,guest,dataexfil,49.9,TA0001
2026-01-14 04:31,admin,usbinsert,71.4,T1078
2026-01-14 17:00,user2,login,51.4,T1201
2026-01-14 09:31,user2,fileaccess,68.5,TA0010
2026-01-14 04:30,guest,fileaccess,52.0,TA0008
2026-01-14 06:18,guest,privilegeescalation,84.0,TA0001
2026-01-14 16:30,user1,fileaccess,30.9,TA0004
2026-01-14 10:12,user2,fileaccess,68.0,TA0008
2026-01-14 02:09,user2,privilegeescalation,79.8,T1201
2026-01-14 18:15,user2,login,65.5,TA0008
2026-01-14 16:41,admin,usbinsert,116.6,TA0001
2026-01-14 08:26,user1,dataexfil,54.3,T1201
2026-01-13 21:00,user1,privilegeescalation,99.3,T1078
2026-01-14 11:44,admin,login,73.9,TA0001
2026-01-14 11:25,admin,fileaccess,68.3,TA0002
2026-01-14 18:52,admin,usbinsert,79.0,TA0010
2026-01-13 22:11,user2,dataexfil,75.3,TA0008
2026-01-14 18:50,user1,privilegeescalation,117.2,TA0002
2026-01-14 14:30,user1,login,84.5,TA0001
2026-01-13 21:56,guest,privilegeescalation,85.4,T1078
2026-01-14 12:44,user2,privilegeescalation,88.7,TA0002
2026-01-14 07:05,user1,fileaccess,63.0,TA0001
2026-01-14 05:54,user1,dataexfil,52.9,TA0008
2026-01-14 12:02,admin,usbinsert,105.9,T1059
2026-01-14 01:40,user2,login,33.6,T1201
2026-01-14 14:54,user1,login,72.8,TA0004
2026-01-14 06:42,user2,fileaccess,31.5,T1201
2026-01-14 11:40,admin,fileaccess,72.6,T1201
2026-01-13 22:07,admin,dataexfil,52.8,TA0002
2026-01-14 08:19,user2,dataexfil,72.0,TA0004
2026-01-14 08:32,admin,dataexfil,71.5,T1059
2026-01-14 03:52,guest,fileaccess,28.8,TA0004
2026-01-14 18:57,user1,fileaccess,51.3,TA0004
2026-01-14 10:20,admin,fileaccess,18.3,T1078
2026-01-13 23:49,guest,fileaccess,60.1,TA0001
2026-01-13 22:44,admin,usbinsert,116.1,T1078
2026-01-13 23:55,guest,fileaccess,25.9,T1201
2026-01-14 07:28,user2,dataexfil,37.5,TA0008
2026-01-14 06:29,guest,privilegeescalation,111.0,TA0002
2026-01-13 22:46,guest,usbinsert,79.3,TA0001
